Date,Open,High,Low,Close,Adj Close,Volume
2005-12-14,77.400002,100.339996,77.400002,98.300003,84.615852,48181430
2005-12-15,102.000000,104.379997,97.660004,102.269997,88.033211,17317450
2005-12-16,102.059998,118.400002,99.400002,113.720001,97.889275,21186485
2005-12-19,113.080002,117.370003,105.220001,109.610001,94.351418,21584185
2005-12-20,110.000000,110.000000,102.419998,103.720001,89.281357,6731395
2005-12-21,104.180000,109.400002,104.000000,104.949997,90.340134,8533980
2005-12-22,105.480003,108.000000,104.230003,104.870003,90.271263,3029140
2005-12-23,105.400002,108.940002,105.050003,106.150002,91.373070,3757185
2005-12-26,106.540001,106.580002,101.209999,104.320000,89.797821,2894265
2005-12-27,103.000000,107.949997,103.000000,107.070000,92.165009,2017150
2005-12-28,106.599998,106.980003,104.800003,105.580002,90.882431,1049900
2005-12-29,105.699997,113.279999,105.599998,111.739998,96.184914,5737505
2005-12-30,112.400002,112.690002,107.260002,107.839996,92.827812,1549785
2006-01-02,106.459999,109.690002,106.080002,106.870003,91.992844,512410
2006-01-03,107.599998,107.800003,104.660004,105.470001,90.787743,637245
2006-01-04,106.000000,114.199997,105.940002,112.690002,97.002663,1656955
2006-01-05,113.400002,118.419998,108.440002,116.690002,100.445839,4374620
2006-01-06,117.199997,117.949997,110.199997,111.339996,95.840599,2300950
2006-01-09,112.400002,114.760002,110.459999,111.239998,95.754517,695080
2006-01-10,113.599998,124.480003,110.599998,119.290001,102.683891,8024275
2006-01-12,118.199997,124.330002,110.309998,118.959999,102.399826,4008770
2006-01-13,118.900002,124.339996,118.900002,119.660004,103.002396,2545960
2006-01-16,120.970001,123.279999,114.830002,115.559998,99.473129,1937910
2006-01-17,116.599998,118.000000,110.660004,112.580002,96.907982,1184460
2006-01-18,114.000000,114.980003,111.000000,112.230003,96.606705,826820
2006-01-19,113.180000,117.180000,112.400002,113.739998,97.906494,1291180
2006-01-20,114.800003,115.199997,111.449997,112.410004,96.761620,549320
2006-01-23,111.879997,113.680000,107.400002,108.690002,93.559471,619290
2006-01-24,110.059998,121.940002,109.199997,118.180000,101.728409,3400355
2006-01-25,129.990005,129.990005,119.599998,121.410004,104.508766,4336700
2006-01-27,123.199997,125.400002,121.000000,121.919998,104.947762,1771205
2006-01-30,123.019997,123.739998,116.879997,117.730003,101.341057,869820
2006-01-31,118.800003,127.360001,116.000000,124.230003,106.936203,4027465
2006-02-01,125.339996,129.160004,121.510002,122.790001,105.696655,3299655
2006-02-02,123.599998,127.000000,120.019997,120.690002,103.888992,1418555
2006-02-03,121.779999,122.699997,117.040001,118.320000,101.848915,810330
2006-02-06,118.000000,125.000000,118.000000,122.699997,105.619179,957920
2006-02-07,123.779999,125.580002,121.019997,122.150002,105.145760,737010
2006-02-08,120.199997,122.580002,120.000000,120.639999,103.845963,369020
2006-02-10,121.419998,123.400002,120.599998,121.820000,104.861694,428010
2006-02-13,121.900002,122.599998,119.400002,120.419998,103.656570,256185
2006-02-14,120.980003,121.800003,118.800003,119.559998,102.916290,207620
2006-02-15,120.980003,123.980003,118.430000,119.820000,103.140114,416295
2006-02-16,120.580002,121.330002,117.010002,117.930000,101.513222,239695
2006-02-17,118.879997,119.489998,113.199997,114.059998,98.181931,288240
2006-02-20,114.800003,114.800003,110.400002,111.669998,96.124649,273930
2006-02-21,113.000000,119.339996,112.099998,117.250000,100.927856,247940
2006-02-22,117.400002,118.599998,113.900002,114.820000,98.836166,131405
2006-02-23,115.580002,117.000000,112.260002,114.730003,98.758675,362365
2006-02-24,115.779999,115.779999,112.599998,113.070000,97.329750,98610
2006-02-27,112.199997,116.599998,112.199997,115.639999,99.541969,155565
2006-02-28,117.000000,118.980003,111.029999,116.370003,100.170380,314905
2006-03-01,115.989998,118.940002,115.000000,116.190002,100.015411,82765
2006-03-02,117.599998,122.889999,116.199997,117.459999,101.108635,305105
2006-03-03,117.459999,118.699997,115.599998,116.489998,100.273659,132855
2006-03-06,117.000000,119.599998,115.800003,116.900002,100.626595,96760
2006-03-07,117.940002,120.489998,115.599998,116.669998,100.428604,342835
2006-03-08,117.599998,117.599998,114.800003,115.440002,99.369850,162475
2006-03-09,115.000000,119.000000,114.199997,117.309998,100.979515,336705
2006-03-10,117.599998,131.949997,117.000000,129.039993,111.076591,1446105
2006-03-13,134.880005,136.600006,126.419998,127.669998,109.897316,830865
2006-03-14,128.580002,131.800003,124.199997,126.809998,109.157036,452870
2006-03-16,127.980003,133.000000,127.040001,130.580002,112.402229,494590
2006-03-17,131.600006,136.199997,128.220001,130.050003,111.946022,828110
2006-03-20,131.160004,135.399994,130.210007,131.320007,113.039200,368135
2006-03-21,131.399994,132.740005,129.020004,129.800003,111.730820,189000
2006-03-22,130.979996,131.559998,126.599998,127.470001,109.725174,214320
2006-03-23,136.000000,136.000000,128.000000,130.009995,111.911575,131350
2006-03-24,130.000000,137.589996,130.000000,136.259995,117.291527,527295
2006-03-27,137.979996,137.979996,130.440002,131.600006,113.280243,212135
2006-03-28,132.679993,133.210007,127.000000,128.850006,110.913063,237840
2006-03-29,128.419998,131.000000,125.320000,126.330002,108.743858,110470
2006-03-30,129.600006,129.600006,123.199997,124.800003,107.426834,275260
2006-03-31,126.000000,126.000000,122.440002,123.110001,105.972122,131635
2006-04-03,124.000000,126.989998,123.010002,124.410004,107.091141,245695
2006-04-04,126.959999,126.980003,123.800003,124.839996,107.461266,186410
2006-04-05,127.000000,131.600006,124.800003,126.940002,109.268944,270645
2006-04-07,129.600006,131.199997,115.800003,119.730003,103.062622,399715
2006-04-10,122.000000,125.360001,121.400002,122.239998,105.223221,149500
2006-04-12,124.599998,128.389999,122.500000,124.199997,106.910370,237365
2006-04-13,126.199997,131.740005,123.800003,129.889999,111.808273,270790
2006-04-17,131.399994,132.000000,130.000000,130.389999,112.238655,132135
2006-04-18,126.199997,133.000000,126.199997,130.690002,112.496902,128160
2006-04-19,133.960007,152.800003,124.220001,149.210007,128.438782,1912235
2006-04-20,147.199997,156.979996,142.210007,152.660004,131.408508,1781600
2006-04-21,133.600006,153.100006,133.600006,145.559998,125.296837,453205
2006-04-24,143.220001,144.740005,138.029999,140.100006,120.596977,396170
2006-04-25,138.399994,149.779999,134.419998,135.559998,116.688957,501420
2006-04-26,135.759995,138.899994,134.199997,135.410004,116.559853,204660
2006-04-27,137.559998,141.949997,135.580002,135.960007,117.033287,411465
2006-04-28,135.960007,136.000000,123.720001,135.110001,116.301605,214820
2006-05-02,140.000000,141.000000,135.399994,139.169998,119.796417,818830
2006-05-03,140.750000,144.000000,136.050003,137.139999,118.049019,167165
2006-05-04,138.800003,139.479996,134.000000,134.570007,115.836777,94810
2006-05-05,136.000000,136.000000,131.000000,132.070007,113.684799,139360
2006-05-08,132.649994,135.000000,132.649994,134.380005,115.673241,144710
2006-05-09,134.970001,137.000000,131.600006,134.940002,116.155273,149285
2006-05-10,134.940002,134.940002,132.130005,132.830002,114.339005,366105
2006-05-11,133.949997,137.899994,129.020004,134.179993,115.501083,482305
2006-05-12,133.399994,135.000000,131.050003,132.369995,113.943039,50645
2006-05-15,133.000000,134.000000,128.000000,128.520004,110.629005,70445
2006-05-16,131.479996,150.199997,117.000000,128.470001,110.585953,109520
2006-05-17,132.000000,135.000000,124.400002,129.179993,111.197105,163725
2006-05-18,129.199997,129.199997,116.029999,120.529999,103.751266,151975
2006-05-19,124.959999,136.940002,114.019997,117.110001,100.807343,81075
2006-05-22,117.110001,117.110001,103.599998,112.040001,96.443123,128050
2006-05-23,107.199997,117.800003,104.400002,114.400002,98.474602,392615
2006-05-24,116.000000,116.199997,108.199997,109.589996,94.334206,189575
2006-05-25,100.199997,109.000000,100.199997,104.949997,90.340134,183685
2006-05-26,110.000000,115.000000,106.309998,108.239998,93.172134,158415
2006-05-29,110.000000,113.000000,109.599998,110.639999,95.238029,466300
2006-05-30,108.620003,119.599998,108.620003,116.139999,99.972382,200510
2006-05-31,108.300003,113.599998,106.400002,109.559998,94.308380,73960
2006-06-01,112.000000,112.000000,104.000000,105.339996,90.675827,44530
2006-06-02,84.400002,112.989998,84.400002,105.889999,91.149269,72150
2006-06-05,107.000000,109.000000,98.199997,102.410004,88.153717,46905
2006-06-06,94.199997,101.400002,94.199997,100.589996,86.587082,182235
2006-06-07,94.500000,103.800003,85.559998,93.339996,80.346329,73740
2006-06-08,86.919998,87.400002,79.400002,84.320000,72.581985,287845
2006-06-09,80.440002,98.000000,80.440002,96.349998,82.937309,196370
2006-06-12,96.980003,104.800003,93.440002,99.489998,85.640198,121810
2006-06-13,98.000000,98.000000,89.599998,93.970001,80.888641,164070
2006-06-14,75.300003,99.400002,75.300003,89.449997,76.997849,110175
2006-06-15,93.279999,98.800003,90.000000,97.129997,83.608742,139515
2006-06-16,100.790001,109.180000,100.790001,105.339996,90.675827,179490
2006-06-19,100.080002,106.779999,100.080002,102.559998,88.282822,53320
2006-06-20,102.000000,110.800003,102.000000,104.650002,90.081886,79260
2006-06-21,108.000000,111.400002,106.000000,110.070000,94.747383,73870
2006-06-22,112.000000,125.800003,112.000000,119.980003,103.277824,462230
2006-06-23,113.320000,123.000000,110.980003,119.900002,103.208969,126935
2006-06-26,122.800003,122.800003,111.000000,111.959999,96.374290,55820
2006-06-27,111.959999,117.599998,107.400002,111.349998,95.849182,92505
2006-06-28,111.400002,121.000000,108.050003,119.220001,102.623627,123330
2006-06-29,119.000000,122.400002,117.000000,118.430000,101.943604,97940
2006-06-30,121.599998,131.990005,121.599998,130.839996,112.626015,322215
2006-07-03,130.000000,132.279999,125.720001,126.400002,108.804115,42925
2006-07-04,128.000000,130.779999,125.599998,126.959999,109.286148,72780
2006-07-05,124.129997,128.970001,122.150002,123.800003,106.566071,36150
2006-07-06,122.000000,127.199997,121.000000,122.470001,105.421219,61450
2006-07-07,123.389999,126.959999,122.010002,122.900002,105.791328,59450
2006-07-10,120.250000,125.000000,117.000000,120.709999,103.906204,44120
2006-07-11,119.000000,125.599998,118.400002,122.610001,105.541710,43075
2006-07-12,122.989998,123.980003,118.599998,122.400002,105.360962,29215
2006-07-13,123.540001,124.800003,120.199997,121.489998,104.577621,46700
2006-07-14,119.599998,122.940002,117.019997,118.070000,101.633720,26345
2006-07-17,120.000000,122.000000,115.000000,115.389999,99.326782,23170
2006-07-18,117.400002,119.559998,109.599998,113.750000,97.915092,185810
2006-07-19,115.019997,117.000000,110.099998,110.690002,95.281067,31240
2006-07-20,113.599998,116.400002,110.019997,110.919998,95.479042,67665
2006-07-21,109.400002,112.930000,105.000000,106.099998,91.330048,26185
2006-07-24,86.000000,104.000000,86.000000,102.830002,88.515244,29010
2006-07-25,104.559998,108.000000,104.000000,106.070000,91.304207,21280
2006-07-26,105.000000,114.599998,105.000000,113.709999,97.880661,80145
2006-07-27,114.000000,117.800003,112.199997,116.959999,100.678230,42440
2006-07-28,119.000000,119.000000,114.000000,116.599998,100.368347,24455
2006-07-31,119.919998,128.000000,119.000000,120.230003,103.493027,357080
2006-08-01,120.000000,125.599998,118.599998,122.349998,105.317902,169375
2006-08-02,123.900002,125.580002,123.220001,124.269997,106.970619,75765
2006-08-03,124.000000,128.800003,124.000000,126.419998,108.821312,97040
2006-08-04,129.800003,141.589996,127.800003,137.050003,117.971573,712950
2006-08-07,136.000000,137.800003,133.009995,134.419998,115.707680,176280
2006-08-08,134.000000,143.500000,133.979996,137.770004,118.591324,340280
2006-08-09,137.440002,141.800003,137.440002,140.630005,121.053177,157075
2006-08-10,145.500000,145.500000,140.199997,141.839996,122.094719,190250
2006-08-11,141.800003,146.960007,141.610001,144.440002,124.332794,228105
2006-08-14,146.000000,146.000000,142.210007,143.050003,123.136276,44540
2006-08-16,144.880005,164.800003,144.050003,154.809998,133.259232,685490
2006-08-17,156.000000,162.399994,153.100006,158.369995,136.323624,317810
2006-08-18,160.600006,160.600006,154.000000,156.300003,134.541794,176910
2006-08-21,156.000000,156.899994,152.860001,155.570007,133.913391,57480
2006-08-22,157.800003,159.000000,148.220001,151.850006,130.711258,80715
2006-08-23,151.199997,151.770004,146.000000,148.649994,127.956741,86950
2006-08-24,147.399994,155.300003,146.199997,153.559998,132.183212,140110
2006-08-25,152.220001,157.000000,147.199997,150.789993,129.798798,160290
2006-08-28,153.000000,153.000000,147.020004,149.850006,128.989700,37320
2006-08-29,151.080002,152.710007,145.000000,145.880005,125.572350,102985
2006-08-30,149.000000,149.000000,145.000000,145.440002,125.193604,39395
2006-08-31,147.990005,148.600006,144.600006,147.169998,126.682739,48955
2006-09-01,146.000000,147.990005,142.199997,142.949997,123.050217,71665
2006-09-04,145.949997,150.000000,143.300003,148.419998,127.758743,85955
2006-09-05,150.240005,151.199997,147.630005,150.529999,129.575043,88470
2006-09-06,151.800003,154.000000,149.000000,150.039993,129.153229,125760
2006-09-07,149.800003,157.399994,148.020004,155.220001,133.612137,139895
2006-09-08,156.000000,157.979996,150.600006,153.440002,132.079926,128520
2006-09-11,155.940002,155.940002,148.399994,149.020004,128.275223,66360
2006-09-12,148.800003,148.800003,138.779999,144.600006,124.470551,257070
2006-09-13,147.000000,148.800003,144.600006,145.529999,125.271080,174800
2006-09-14,147.949997,147.949997,143.800003,144.169998,126.269524,64215
2006-09-15,144.320007,150.000000,142.399994,145.240005,127.206657,169650
2006-09-18,146.139999,149.539993,144.000000,144.380005,126.453453,107325
2006-09-19,144.220001,150.000000,144.199997,145.169998,127.145340,205440
2006-09-20,145.000000,147.000000,144.199997,146.169998,128.021194,49375
2006-09-21,147.800003,148.600006,145.000000,146.029999,127.898590,38775
2006-09-22,145.000000,147.600006,145.000000,146.110001,127.968674,15725
2006-09-25,146.600006,172.800003,146.600006,168.169998,147.289597,3593975
2006-09-26,169.940002,174.250000,161.119995,163.199997,142.936737,2440045
2006-09-27,163.399994,172.399994,162.600006,167.410004,146.623993,2114220
2006-09-28,168.009995,169.630005,161.199997,162.229996,142.087158,531615
2006-09-29,161.399994,167.000000,158.679993,162.059998,141.938293,491020
2006-10-03,162.399994,164.800003,159.020004,159.649994,139.827499,213600
2006-10-04,161.919998,163.000000,158.399994,159.039993,139.293243,222310
2006-10-05,161.600006,164.600006,160.500000,162.050003,141.929474,244495
2006-10-06,164.570007,168.020004,162.020004,164.789993,144.329300,448805
2006-10-09,164.199997,171.610001,162.059998,169.250000,148.235580,423705
2006-10-10,170.000000,181.199997,170.000000,178.240005,156.109329,1490685
2006-10-11,182.000000,182.000000,168.199997,170.149994,149.023743,540210
2006-10-12,171.559998,175.899994,168.800003,173.490005,151.949081,317930
2006-10-13,174.399994,177.399994,172.000000,172.800003,151.344727,183760
2006-10-16,174.550003,174.940002,170.240005,171.270004,150.004730,81960
2006-10-17,172.199997,173.550003,169.600006,171.800003,150.468948,98285
2006-10-18,172.199997,180.399994,172.000000,172.809998,151.353531,215035
2006-10-19,168.500000,176.000000,164.619995,172.520004,151.099503,58825
2006-10-20,175.559998,184.399994,172.399994,181.589996,159.043365,649755
2006-10-23,187.000000,187.389999,180.020004,180.429993,158.027374,89170
2006-10-26,181.979996,189.000000,181.270004,184.300003,161.416885,271725
2006-10-27,187.800003,188.580002,183.309998,184.270004,161.390625,115095
2006-10-30,185.800003,188.800003,182.580002,183.320007,160.558563,91400
2006-10-31,185.800003,190.600006,178.419998,180.240005,157.861038,346465
2006-11-01,183.740005,216.289993,180.020004,216.289993,189.434921,1397180
2006-11-02,225.000000,245.000000,222.000000,228.929993,200.505524,4936290
2006-11-03,228.399994,233.880005,219.399994,228.289993,199.944962,2547465
2006-11-06,228.800003,239.399994,224.000000,235.800003,206.522507,2184635
2006-11-07,238.160004,245.000000,235.020004,237.699997,208.186600,973845
2006-11-08,238.029999,238.970001,229.600006,231.410004,202.677597,418685
2006-11-09,232.979996,235.199997,228.820007,230.190002,201.609070,630375
2006-11-10,231.399994,234.770004,226.460007,227.649994,199.384460,194525
2006-11-13,229.789993,232.940002,225.800003,226.619995,198.482330,181535
2006-11-14,246.000000,246.000000,220.669998,221.809998,194.269577,143635
2006-11-15,223.990005,223.990005,215.000000,216.220001,189.373611,118055
2006-11-16,220.000000,235.570007,216.199997,223.350006,195.618317,408065
2006-11-17,224.000000,226.399994,212.000000,214.960007,188.270081,165885
2006-11-20,214.600006,230.600006,206.199997,228.070007,199.752319,364405
2006-11-21,230.000000,234.399994,225.600006,228.860001,200.444229,303625
2006-11-22,230.750000,238.000000,228.800003,231.059998,202.371048,327275
2006-11-23,232.880005,233.800003,228.000000,231.589996,202.835236,176595
2006-11-24,232.889999,245.000000,228.399994,240.160004,210.341171,419580
2006-11-27,243.000000,252.199997,241.000000,243.759995,213.494186,552370
2006-11-28,241.979996,243.940002,227.910004,236.190002,206.864105,202685
2006-11-29,237.000000,250.899994,236.020004,239.360001,209.640549,494110
2006-11-30,240.000000,249.000000,238.000000,244.490005,214.133575,273440
2006-12-01,245.000000,268.940002,238.240005,268.940002,235.547760,514980
